show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
117,Movie,Dhanak,Nagesh Kukunoor,Krrish Chhabria,India,"September 2, 2021",2015,TV-PG,114 min,Comedies,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.
118,Movie,Final Account,Luke Holland,Unknown,"United Kingdom, United States","September 2, 2021",2021,PG-13,94 min,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.
119,Movie,Gurgaon,Shanker Raman,Akshay Oberoi,India,"September 2, 2021",2017,TV-14,106 min,Dramas,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own."
120,Movie,Here and There,JP Habac,Janine Gutierrez,United States,"September 2, 2021",2020,TV-MA,99 min,Dramas,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic."
121,TV Show,Heroes of Goo Jit Zu,Unspecified,Jon Allen,Australia,"September 2, 2021",2021,TV-Y7,1 Season,Kids' TV,"After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers."
122,TV Show,Hotel Del Luna,Unspecified,Lee Ji-eun,United States,"September 2, 2021",2019,TV-14,1 Season,International TV Shows,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world."
123,Movie,In the Cut,Jane Campion,Meg Ryan,"United Kingdom, Australia, France, United States","September 2, 2021",2003,R,118 min,Thrillers,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime."
124,TV Show,Luv Kushh,Unspecified,Unknown,United States,"September 2, 2021",2012,TV-Y7,1 Season,Kids' TV,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood."
125,TV Show,Pororo - The Little Penguin,Unspecified,Unknown,South Korea,"September 2, 2021",2013,TV-Y7,3 Seasons,Kids' TV,"On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur."
126,TV Show,Q-Force,Unspecified,Sean Hayes,United States,"September 2, 2021",2021,TV-MA,1 Season,Crime TV Shows,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!"
127,Movie,Shikara,Vidhu Vinod Chopra,Aadil Khan,India,"September 2, 2021",2020,TV-14,115 min,Dramas,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.
128,Movie,A Cinderella Story,Mark Rosman,Hilary Duff,"United States, Canada","September 1, 2021",2004,PG,95 min,Children & Family Movies,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?
129,Movie,Agatha Christie's Crooked House,Gilles Paquet-Brenner,Glenn Close,United States,"September 1, 2021",2017,PG-13,115 min,Dramas,"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family."
130,Movie,An Unfinished Life,Lasse Hallström,Robert Redford,"Germany, United States","September 1, 2021",2005,PG-13,108 min,Dramas,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."
131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,America Young,United States,"September 1, 2021",2021,TV-Y,63 min,Children & Family Movies,"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends."
132,Movie,Blade Runner: The Final Cut,Ridley Scott,Harrison Ford,United States,"September 1, 2021",1982,R,117 min,Action & Adventure,"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants."""
133,TV Show,Brave Animated Series,Unspecified,Tseng Yun-fan,United States,"September 1, 2021",2021,TV-MA,1 Season,International TV Shows,A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.
134,Movie,Chappie,Neill Blomkamp,Sharlto Copley,"South Africa, United States","September 1, 2021",2015,R,121 min,Action & Adventure,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."
135,Movie,Clear and Present Danger,Phillip Noyce,Harrison Ford,"United States, Mexico","September 1, 2021",1994,PG-13,142 min,Action & Adventure,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel."
136,Movie,Cliffhanger,Renny Harlin,Sylvester Stallone,"United States, Italy, France, Japan","September 1, 2021",1993,R,113 min,Action & Adventure,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers."
137,Movie,Cold Mountain,Anthony Minghella,Jude Law,"United States, Italy, Romania, United Kingdom","September 1, 2021",2003,R,154 min,Dramas,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm."
138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Paul Hogan,"Australia, United States","September 1, 2021",2001,PG,95 min,Action & Adventure,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel."
139,Movie,Dear John,Lasse Hallström,Channing Tatum,United States,"September 1, 2021",2010,PG-13,108 min,Dramas,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together."
140,Movie,Do the Right Thing,Spike Lee,Danny Aiello,United States,"September 1, 2021",1989,R,120 min,Classic Movies,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy."
141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Joaquín Furriel,"Argentina, Venezuela","September 1, 2021",2014,TV-MA,100 min,Dramas,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.
142,Movie,Extraction,Steven C. Miller,Bruce Willis,"United States, United Kingdom, Canada","September 1, 2021",2015,R,82 min,Action & Adventure,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot."
143,Movie,Freedom Writers,Richard LaGravenese,Hilary Swank,"Germany, United States","September 1, 2021",2007,PG-13,124 min,Dramas,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives."
144,Movie,Green Lantern,Martin Campbell,Ryan Reynolds,United States,"September 1, 2021",2011,PG-13,114 min,Action & Adventure,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
145,Movie,House Party,Reginald Hudlin,Christopher Reid,United States,"September 1, 2021",1990,R,104 min,Comedies,"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another."
146,Movie,House Party 2,George Jackson,Christopher Reid,United States,"September 1, 2021",1991,R,94 min,Comedies,"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash."
147,Movie,House Party 3,Eric Meza,Christopher Reid,United States,"September 1, 2021",1994,R,94 min,Comedies,"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications."
148,TV Show,How to Be a Cowboy,Unspecified,Unknown,United States,"September 1, 2021",2021,TV-PG,1 Season,Reality TV,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son."
149,TV Show,HQ Barbers,Gerhard Mostert,Hakeem Kae-Kazim,United States,"September 1, 2021",2020,TV-14,1 Season,TV Shows,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business."
150,Movie,I Got the Hook Up,Michael Martin,Master P,United States,"September 1, 2021",1998,R,93 min,Action & Adventure,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."
151,Movie,In Too Deep,Michael Rymer,Omar Epps,United States,"September 1, 2021",1999,R,97 min,Thrillers,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."
152,Movie,Initial D,Andrew Lau Wai-keung,Jay Chou,"China, Hong Kong","September 1, 2021",2005,TV-14,109 min,Action & Adventure,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."
153,Movie,Janoskians: Untold and Untrue,Brett Weiner,Jai Brooks,United States,"September 1, 2021",2016,TV-MA,88 min,Comedies,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
154,TV Show,Kid-E-Cats,Unspecified,Lori Gardner,Russia,"September 1, 2021",2016,TV-Y,2 Seasons,Kids' TV,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
155,TV Show,Kuroko's Basketball,Unspecified,Kensho Ono,Japan,"September 1, 2021",2015,TV-MA,3 Seasons,Anime Series,"Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory."
156,Movie,Labyrinth,Jim Henson,David Bowie,"United Kingdom, United States","September 1, 2021",1986,PG,101 min,Action & Adventure,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."
157,Movie,Letters to Juliet,Gary Winick,Amanda Seyfried,United States,"September 1, 2021",2010,PG,105 min,Comedies,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."
158,Movie,Level 16,Danishka Esterhazy,Katie Douglas,Canada,"September 1, 2021",2018,TV-14,102 min,Sci-Fi & Fantasy,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."
159,Movie,Love Don't Cost a Thing,Troy Byer,Nick Cannon,United States,"September 1, 2021",2003,PG-13,101 min,Comedies,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
160,Movie,Love in a Puff,Pang Ho-cheung,Miriam Chin Wah Yeung,Hong Kong,"September 1, 2021",2010,TV-MA,103 min,Comedies,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."
161,TV Show,Major Dad,Unspecified,Gerald McRaney,United States,"September 1, 2021",1992,TV-PG,4 Seasons,TV Comedies,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command."
162,Movie,Mars Attacks!,Tim Burton,Jack Nicholson,United States,"September 1, 2021",1996,PG-13,106 min,Comedies,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."
163,Movie,Marshall,Reginald Hudlin,Chadwick Boseman,"United States, China, Hong Kong","September 1, 2021",2017,PG-13,118 min,Dramas,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."
